reporter_country_code,reporter_country,fbs_item_code,fbs_item,Domestic supply quantity,Export Quantity,Import Quantity,Production,Stock Variation,new_domestic,d,E_re,E_dom
35,South-eastern Asia,2745,Honey,9000,48000,13000,39000,-6000,10000,35000,0.2708333333333333,0.7291666666666667
35,South-eastern Asia,2761,Freshwater Fish,11564980,1938020,344310,13158690,0,11564980,1593710,0.1776607052558797,0.8223392947441203
35,South-eastern Asia,2762,Demersal Fish,2502450,178620,215470,2465600,0,2502450,-36850,1,0
35,South-eastern Asia,2763,Pelagic Fish,7082720,2160110,2895230,6347610,0,7082730,-735120,1,0
35,South-eastern Asia,2764,"Marine Fish, Other",3825110,2447500,1115040,5147020,-10540,3825100,1332460,0.4555832482124617,0.5444167517875382
35,South-eastern Asia,2765,Crustaceans,2324830,1548540,257370,3615990,0,2324820,1291170,0.16620171258088265,0.8337982874191173
35,South-eastern Asia,2766,Cephalopods,821420,380690,317010,885100,0,821420,63680,0.8327247891985605,0.16727521080143948
35,South-eastern Asia,2767,"Molluscs, Other",689810,310870,219380,781310,0,689820,91490,0.7056969151092096,0.2943030848907904
35,South-eastern Asia,2769,"Aquatic Animals, Others",145710,98790,29720,190790,-24000,145720,69070,0.30084016600870533,0.6991598339912947
35,South-eastern Asia,2775,Aquatic Plants,11458270,221330,11440,11668150,0,11458260,209890,0.051687525,0.9483124745854606
35,South-eastern Asia,2781,"Fish, Body Oil",63900,24930,41120,47710,0,63900,-16190,1,0
35,South-eastern Asia,2782,"Fish, Liver Oil",1010,250,910,350,0,1010,-660,1,0
35,South-eastern Asia,2807,Rice and products,170697000,21286000,6411000,190096000,4524000,170697000,14875000,0.3011838767264869,0.6988161232735131
35,South-eastern Asia,2848,Milk - Excluding Butter,68001000,14174000,76903000,4929000,-343000,68001000,-62729000,1,0
35,South-eastern Asia,2899,Miscellaneous,-1273000,2788000,1527000,0,11000,-1272000,1261000,0.5477044476327116,0.45229555236728836
36,Australia,2511,Wheat and products,6831000,11011000,1593000,14488000,-1762000,6832000,9418000,0.14467350830987194,0.8553264916901281
36,Australia,2513,Barley and products,4184000,5140000,10000,10127000,813000,4184000,5130000,0.001945525,0.9980544747081712
36,Australia,2514,Maize and products,299000,53000,70000,268000,-15000,300000,-17000,1,0
36,Australia,2515,Rye and products,29000,0,0,29000,0,29000,0,NA,NA
36,Australia,2516,Oats,846000,380000,6000,1143000,-77000,846000,374000,0.015789473684210527,0.9842105263157894
36,Australia,2517,Millet and products,37000,4000,5000,37000,0,38000,-1000,1,0
36,Australia,2518,Sorghum and products,350000,181000,0,397000,-133000,349000,181000,0,1
36,Australia,2520,"Cereals, Other",62000,82000,34000,110000,1000,61000,48000,0.4146341463414634,0.5853658536585367
36,Australia,2531,Potatoes and products,1529000,71000,434000,1077000,-90000,1530000,-363000,1,0
36,Australia,2532,Cassava and products,15000,0,15000,0,0,15000,-15000,NA,NA
36,Australia,2533,Sweet potatoes,76000,2000,1000,77000,0,76000,1000,0.5,0.5
36,Australia,2534,"Roots, Other",4000,0,4000,0,0,4000,-4000,NA,NA
36,Australia,2535,Yams,1000,0,1000,0,0,1000,-1000,NA,NA
36,Australia,2536,Sugar cane,30284000,0,0,30283000,0,30283000,0,NA,NA
36,Australia,2537,Sugar beet,0,0,0,0,0,0,0,NA,NA
36,Australia,2542,Sugar (Raw Equivalent),1198000,3374000,58000,4335000,-179000,1198000,3316000,0.017190278601066984,0.982809721
36,Australia,2543,"Sweeteners, Other",2391000,280000,296000,2376000,0,2392000,-16000,1,0
36,Australia,2546,Beans,100000,62000,13000,150000,0,101000,49000,0.20967741935483872,0.7903225806451613
36,Australia,2547,Peas,161000,52000,3000,211000,0,162000,49000,0.057692307692307696,0.9423076923076923
36,Australia,2549,"Pulses, Other and products",536000,1514000,11000,1606000,-433000,536000,1503000,0.007265522,0.9927344782034346
36,Australia,2551,Nuts and products,198000,170000,58000,307000,-3000,198000,112000,0.3411764705882353,0.6588235294117647
36,Australia,2552,Groundnuts,72000,5000,63000,14000,0,72000,-58000,1,0
36,Australia,2555,Soyabeans,29000,1000,11000,17000,-2000,29000,-10000,1,0
36,Australia,2557,Sunflower seed,24000,0,14000,11000,0,25000,-14000,NA,NA
36,Australia,2558,Rape and Mustardseed,1001000,1674000,12000,2299000,-364000,1001000,1662000,0.007168459,0.992831541
36,Australia,2559,Cottonseed,290000,2000,0,162000,-130000,290000,2000,0,1
36,Australia,2560,Coconuts - Incl Copra,58000,0,58000,0,0,58000,-58000,NA,NA
36,Australia,2561,Sesame seed,7000,0,7000,0,0,7000,-7000,NA,NA
36,Australia,2562,Palm kernels,0,0,0,0,0,0,0,NA,NA
36,Australia,2563,Olives (including preserved),109000,0,62000,48000,0,110000,-62000,NA,NA
36,Australia,2570,"Oilcrops, Other",25000,5000,20000,11000,1000,25000,-15000,1,0
36,Australia,2571,Soyabean Oil,23000,0,20000,4000,0,24000,-20000,NA,NA
36,Australia,2572,Groundnut Oil,1000,0,1000,1000,0,2000,-1000,NA,NA
36,Australia,2573,Sunflowerseed Oil,75000,1000,77000,9000,10000,75000,-76000,1,0
36,Australia,2574,Rape and Mustard Oil,224000,182000,15000,394000,3000,224000,167000,0.082417582,0.9175824175824175
36,Australia,2575,Cottonseed Oil,58000,0,30000,9000,-19000,58000,-30000,NA,NA
36,Australia,2576,Palmkernel Oil,0,0,0,0,0,0,0,NA,NA
36,Australia,2577,Palm Oil,87000,0,80000,0,-7000,87000,-80000,NA,NA
36,Australia,2578,Coconut Oil,11000,0,11000,0,0,11000,-11000,NA,NA
36,Australia,2579,Sesameseed Oil,5000,0,3000,3000,0,6000,-3000,NA,NA
36,Australia,2580,Olive Oil,49000,2000,39000,11000,-2000,50000,-37000,1,0
36,Australia,2582,Maize Germ Oil,3000,0,2000,1000,0,3000,-2000,NA,NA
36,Australia,2586,"Oilcrops Oil, Other",271000,42000,137000,182000,5000,272000,-95000,1,0
36,Australia,2601,Tomatoes and products,950000,53000,705000,297000,0,949000,-652000,1,0
36,Australia,2602,Onions,245000,40000,4000,281000,0,245000,36000,0.1,0.9
36,Australia,2605,"Vegetables, other",1870000,172000,630000,1412000,0,1870000,-458000,1,0
36,Australia,2611,"Oranges, Mandarines",320000,253000,65000,508000,0,320000,188000,0.25691699604743085,0.7430830039525691
36,Australia,2612,"Lemons, Limes and products",42000,5000,7000,39000,0,41000,-2000,1,0
36,Australia,2613,Grapefruit and products,6000,4000,2000,8000,0,6000,2000,0.5,0.5
36,Australia,2614,"Citrus, Other",12000,0,4000,8000,0,12000,-4000,NA,NA
36,Australia,2615,Bananas,372000,0,0,372000,0,372000,0,NA,NA
36,Australia,2616,Plantains,0,0,0,0,0,0,0,NA,NA
36,Australia,2617,Apples and products,495000,7000,239000,263000,0,495000,-232000,1,0
36,Australia,2618,Pineapples and products,271000,3000,197000,77000,0,271000,-194000,1,0
36,Australia,2619,Dates,8000,0,8000,0,0,8000,-8000,NA,NA
36,Australia,2620,Grapes and products (excl wine),1411000,176000,116000,1475000,4000,1411000,60000,0.6590909090909091,0.34090909090909094
36,Australia,2625,"Fruits, other",697000,71000,295000,473000,0,697000,-224000,1,0
36,Australia,2630,Coffee and products,155000,29000,184000,0,0,155000,-155000,1,0
36,Australia,2633,Cocoa Beans and products,74000,27000,100000,0,0,73000,-73000,1,0
36,Australia,2635,Tea (including mate),13000,2000,15000,0,0,13000,-13000,1,0
36,Australia,2640,Pepper,4000,0,4000,0,0,4000,-4000,NA,NA
36,Australia,2641,Pimento,5000,0,5000,0,0,5000,-5000,NA,NA
36,Australia,2642,Cloves,0,0,0,0,0,0,0,NA,NA
36,Australia,2645,"Spices, Other",11000,1000,11000,1000,0,11000,-10000,1,0
36,Australia,2655,Wine,518000,763000,123000,1107000,-50000,517000,640000,0.16120576671035386,0.8387942332896461
36,Australia,2656,Beer,1930000,23000,215000,1658000,-80000,1930000,-192000,1,0
36,Australia,2657,"Beverages, Fermented",23000,13000,26000,9000,0,22000,-13000,1,0
36,Australia,2658,"Beverages, Alcoholic",149000,27000,171000,5000,0,149000,-144000,1,0
36,Australia,2659,"Alcohol, Non-Food",49000,69000,34000,84000,0,49000,35000,0.4927536231884058,0.5072463768115942
36,Australia,2680,Infant food,1000,30000,32000,0,1000,1000,-2000,1,0
36,Australia,2731,Bovine Meat,944000,1442000,14000,2372000,0,944000,1428000,0.009708738,0.9902912621359223
36,Australia,2732,Mutton & Goat Meat,259000,447000,1000,709000,4000,259000,446000,0.002237136,0.9977628635346756
36,Australia,2733,Pigmeat,619000,41000,257000,403000,0,619000,-216000,1,0
36,Australia,2734,Poultry Meat,1242000,42000,2000,1282000,0,1242000,40000,0.047619047619047616,0.9523809523809523
36,Australia,2735,"Meat, Other",16000,5000,1000,20000,0,16000,4000,0.2,0.8
36,Australia,2736,"Offals, Edible",247000,211000,0,458000,0,247000,211000,0,1
36,Australia,2737,"Fats, Animals, Raw",516000,177000,33000,651000,-9000,516000,144000,0.1864406779661017,0.8135593220338984
36,Australia,2740,"Butter, Ghee",109000,16000,41000,83000,0,108000,-25000,1,0
36,Australia,2743,Cream,7000,0,0,7000,0,7000,0,NA,NA
36,Australia,2744,Eggs,246000,1000,6000,241000,0,246000,-5000,1,0
36,Australia,2745,Honey,16000,4000,8000,12000,0,16000,-4000,1,0
36,Australia,2761,Freshwater Fish,107580,11920,56170,63330,0,107580,-44250,1,0
36,Australia,2762,Demersal Fish,140880,4140,105200,39810,0,140870,-101060,1,0
36,Australia,2763,Pelagic Fish,307500,16820,246640,77670,0,307490,-229820,1,0
36,Australia,2764,"Marine Fish, Other",48970,4380,36990,16360,0,48970,-32610,1,0
36,Australia,2765,Crustaceans,91610,16270,68840,39040,0,91610,-52570,1,0
36,Australia,2766,Cephalopods,29030,1170,27640,2560,0,29030,-26470,1,0
36,Australia,2767,"Molluscs, Other",61830,11010,50270,22570,0,61830,-39260,1,0
36,Australia,2769,"Aquatic Animals, Others",1770,400,2110,50,0,1760,-1710,1,0
36,Australia,2775,Aquatic Plants,18440,1060,17580,1920,0,18440,-16520,1,0
36,Australia,2781,"Fish, Body Oil",13260,1980,15240,0,0,13260,-13260,1,0
36,Australia,2782,"Fish, Liver Oil",200,0,200,0,0,200,-200,NA,NA
36,Australia,2807,Rice and products,488000,70000,449000,50000,-60000,489000,-379000,1,0
36,Australia,2848,Milk - Excluding Butter,8363000,2173000,1742000,8797000,3000,8363000,431000,0.8016566958122412,0.1983433041877588
36,Australia,2899,Miscellaneous,414000,137000,560000,0,10000,413000,-423000,1,0
39,Southern Europe,2511,Wheat and products,31217000,10081000,21099000,20834000,635000,31217000,-11018000,1,0
39,Southern Europe,2513,Barley and products,14814000,605000,1891000,14251000,722000,14815000,-1286000,1,0
39,Southern Europe,2514,Maize and products,39833000,6802000,20620000,25578000,-437000,39833000,-13818000,1,0
39,Southern Europe,2515,Rye and products,902000,23000,418000,502000,-4000,901000,-395000,1,0
39,Southern Europe,2516,Oats,2141000,77000,268000,1951000,1000,2141000,-191000,1,0
39,Southern Europe,2517,Millet and products,29000,3000,32000,0,0,29000,-29000,1,0
39,Southern Europe,2518,Sorghum and products,621000,5000,220000,411000,5000,621000,-215000,1,0
39,Southern Europe,2520,"Cereals, Other",2322000,298000,1099000,1546000,25000,2322000,-801000,1,0
39,Southern Europe,2531,Potatoes and products,9873000,764000,4654000,6203000,221000,9872000,-3890000,1,0
39,Southern Europe,2532,Cassava and products,31000,6000,38000,0,0,32000,-32000,1,0
39,Southern Europe,2533,Sweet potatoes,2000,73000,36000,0,-40000,3000,37000,0.4931506849315068,0.5068493150684932
39,Southern Europe,2534,"Roots, Other",12000,6000,11000,8000,2000,11000,-5000,1,0
39,Southern Europe,2535,Yams,0,1000,1000,0,0,0,0,1,0
39,Southern Europe,2536,Sugar cane,1000,0,1000,0,0,1000,-1000,NA,NA
39,Southern Europe,2537,Sugar beet,6733000,17000,106000,7185000,542000,6732000,-89000,1,0
39,Southern Europe,2542,Sugar (Raw Equivalent),4634000,867000,4342000,1081000,-77000,4633000,-3475000,1,0
39,Southern Europe,2543,"Sweeteners, Other",1790000,2059000,2536000,1384000,71000,1790000,-477000,1,0
39,Southern Europe,2546,Beans,316000,31000,301000,53000,6000,317000,-270000,1,0
39,Southern Europe,2547,Peas,632000,8000,377000,317000,53000,633000,-369000,1,0
39,Southern Europe,2549,"Pulses, Other and products",961000,65000,374000,769000,118000,960000,-309000,1,0
39,Southern Europe,2551,Nuts and products,1650000,746000,1265000,1178000,47000,1650000,-519000,1,0
39,Southern Europe,2552,Groundnuts,206000,54000,261000,0,2000,205000,-207000,1,0
39,Southern Europe,2555,Soyabeans,9040000,577000,7266000,2072000,-278000,9039000,-6689000,1,0
39,Southern Europe,2557,Sunflower seed,2895000,282000,942000,2213000,-21000,2894000,-660000,1,0
39,Southern Europe,2558,Rape and Mustardseed,588000,262000,363000,472000,-14000,587000,-101000,1,0
39,Southern Europe,2559,Cottonseed,1047000,275000,173000,1149000,0,1047000,102000,0.6290909090909091,0.37090909090909085
39,Southern Europe,2560,Coconuts - Incl Copra,64000,10000,78000,0,5000,63000,-68000,1,0
39,Southern Europe,2561,Sesame seed,48000,5000,55000,0,3000,47000,-50000,1,0
39,Southern Europe,2562,Palm kernels,1000,0,1000,0,0,1000,-1000,NA,NA
39,Southern Europe,2563,Olives (including preserved),13548000,894000,303000,14212000,73000,13548000,591000,0.3389261744966443,0.6610738255033557
39,Southern Europe,2570,"Oilcrops, Other",295000,339000,291000,260000,-83000,295000,48000,0.8584070796460177,0.1415929203539823
39,Southern Europe,2571,Soyabean Oil,881000,695000,189000,1383000,-5000,882000,506000,0.2719424460431655,0.7280575539568346
39,Southern Europe,2572,Groundnut Oil,47000,2000,40000,10000,1000,47000,-38000,1,0
39,Southern Europe,2573,Sunflowerseed Oil,2111000,602000,1594000,1054000,-65000,2111000,-992000,1,0
39,Southern Europe,2574,Rape and Mustard Oil,247000,54000,114000,195000,8000,247000,-60000,1,0
39,Southern Europe,2575,Cottonseed Oil,62000,1000,1000,61000,0,61000,0,1,0
39,Southern Europe,2576,Palmkernel Oil,108000,6000,114000,0,-1000,109000,-108000,1,0
39,Southern Europe,2577,Palm Oil,3203000,197000,3818000,0,419000,3202000,-3621000,1,0
39,Southern Europe,2578,Coconut Oil,119000,25000,145000,0,0,120000,-120000,1,0
39,Southern Europe,2579,Sesameseed Oil,8000,0,1000,9000,1000,9000,-1000,NA,NA
39,Southern Europe,2580,Olive Oil,1473000,2074000,1152000,2309000,-86000,1473000,922000,0.5554484088717454,0.4445515911282546
39,Southern Europe,2582,Maize Germ Oil,155000,26000,54000,126000,-1000,155000,-28000,1,0
39,Southern Europe,2586,"Oilcrops Oil, Other",1852000,856000,1873000,857000,22000,1852000,-1017000,1,0
39,Southern Europe,2601,Tomatoes and products,2811000,12797000,2083000,13546000,22000,2810000,10714000,0.16277252481050247,0.8372274751894975
39,Southern Europe,2602,Onions,2196000,424000,316000,2304000,0,2196000,108000,0.7452830188679245,0.2547169811320755
39,Southern Europe,2605,"Vegetables, other",14842000,10275000,4047000,21141000,71000,14842000,6228000,0.39386861313868615,0.6061313868613138
39,Southern Europe,2611,"Oranges, Mandarines",6534000,4932000,1844000,9502000,-120000,6534000,3088000,0.37388483373884834,0.6261151662611517
39,Southern Europe,2612,"Lemons, Limes and products",1164000,866000,340000,1691000,1000,1164000,526000,0.39260969976905313,0.6073903002309469
39,Southern Europe,2613,Grapefruit and products,84000,111000,107000,89000,0,85000,4000,0.963963964,0.036036036
39,Southern Europe,2614,"Citrus, Other",96000,229000,57000,269000,1000,96000,172000,0.24890829694323144,0.7510917030567685
39,Southern Europe,2615,Bananas,2059000,333000,1941000,451000,0,2059000,-1608000,1,0
39,Southern Europe,2616,Plantains,117000,16000,133000,0,0,117000,-117000,1,0
39,Southern Europe,2617,Apples and products,3020000,2289000,726000,4512000,-71000,3020000,1563000,0.31716906946264745,0.6828309305373526
39,Southern Europe,2618,Pineapples and products,1256000,313000,1584000,0,14000,1257000,-1271000,1,0
39,Southern Europe,2619,Dates,43000,4000,32000,15000,0,43000,-28000,1,0
39,Southern Europe,2620,Grapes and products (excl wine),16845000,1335000,518000,17682000,21000,16844000,817000,0.3880149812734082,0.6119850187265918
39,Southern Europe,2625,"Fruits, other",6936000,6118000,2408000,10648000,2000,6936000,3710000,0.39359267734553777,0.6064073226544622
39,Southern Europe,2630,Coffee and products,880000,708000,1603000,0,15000,880000,-895000,1,0
39,Southern Europe,2633,Cocoa Beans and products,321000,505000,846000,0,20000,321000,-341000,1,0
39,Southern Europe,2635,Tea (including mate),-72000,100000,30000,0,1000,-71000,70000,0.3,0.7
39,Southern Europe,2640,Pepper,10000,5000,15000,0,0,10000,-10000,1,0
39,Southern Europe,2641,Pimento,31000,79000,78000,33000,1000,31000,1000,0.9873417721518988,0.012658227848101222
39,Southern Europe,2642,Cloves,0,0,1000,0,0,1000,-1000,NA,NA
39,Southern Europe,2645,"Spices, Other",6000,55000,60000,4000,3000,6000,-5000,1,0
39,Southern Europe,2655,Wine,6155000,4732000,656000,10368000,137000,6155000,4076000,0.1386306001690617,0.8613693998309383
39,Southern Europe,2656,Beer,7485000,1243000,1643000,7340000,256000,7484000,-400000,1,0
39,Southern Europe,2657,"Beverages, Fermented",44000,133000,60000,115000,-2000,44000,73000,0.45112781954887216,0.5488721804511278
39,Southern Europe,2658,"Beverages, Alcoholic",400000,565000,294000,693000,23000,399000,271000,0.5203539823008849,0.4796460176991151
39,Southern Europe,2659,"Alcohol, Non-Food",806000,321000,555000,548000,-24000,806000,-234000,1,0
39,Southern Europe,2680,Infant food,-8000,88000,80000,0,0,-8000,8000,0.9090909090909091,0.090909091
39,Southern Europe,2731,Bovine Meat,2161000,494000,912000,1769000,26000,2161000,-418000,1,0
39,Southern Europe,2732,Mutton & Goat Meat,306000,57000,41000,324000,2000,306000,16000,0.7192982456140351,0.2807017543859649
39,Southern Europe,2733,Pigmeat,5794000,3208000,1837000,7233000,68000,5794000,1371000,0.5726309226932669,0.4273690773067331
39,Southern Europe,2734,Poultry Meat,3828000,537000,585000,3953000,173000,3828000,-48000,1,0
39,Southern Europe,2735,"Meat, Other",159000,58000,112000,106000,0,160000,-54000,1,0
39,Southern Europe,2736,"Offals, Edible",586000,655000,116000,1125000,0,586000,539000,0.17709923664122137,0.8229007633587786
39,Southern Europe,2737,"Fats, Animals, Raw",1709000,475000,542000,1649000,7000,1709000,-67000,1,0
39,Southern Europe,2740,"Butter, Ghee",264000,51000,115000,200000,0,264000,-64000,1,0
39,Southern Europe,2743,Cream,542000,130000,133000,539000,0,542000,-3000,1,0
39,Southern Europe,2744,Eggs,2015000,307000,252000,2078000,9000,2014000,55000,0.8208469055374593,0.17915309446254069
39,Southern Europe,2745,Honey,112000,48000,75000,98000,12000,113000,-27000,1,0
39,Southern Europe,2761,Freshwater Fish,488920,83420,479040,93300,0,488920,-395620,1,0
39,Southern Europe,2762,Demersal Fish,1606940,545160,1488540,656710,-6850,1606940,-943380,1,0
39,Southern Europe,2763,Pelagic Fish,1988580,1095790,2292390,791990,0,1988590,-1196600,1,0
39,Southern Europe,2764,"Marine Fish, Other",163970,78660,235010,7620,0,163970,-156350,1,0
39,Southern Europe,2765,Crustaceans,360520,102230,415990,46770,0,360530,-313760,1,0
39,Southern Europe,2766,Cephalopods,483990,264370,688370,59980,0,483980,-424000,1,0
39,Southern Europe,2767,"Molluscs, Other",637940,278960,524000,392890,0,637930,-245040,1,0
39,Southern Europe,2769,"Aquatic Animals, Others",2110,3380,3300,2190,0,2110,80,0.9763313609467456,0.023668639053254448
39,Southern Europe,2775,Aquatic Plants,17800,6250,18400,5660,0,17810,-12150,1,0
39,Southern Europe,2781,"Fish, Body Oil",86420,11840,71510,26750,0,86420,-59670,1,0
39,Southern Europe,2782,"Fish, Liver Oil",1070,590,1470,190,0,1070,-880,1,0
39,Southern Europe,2807,Rice and products,1886000,1936000,1136000,2686000,0,1886000,800000,0.5867768595041323,0.4132231404958677
39,Southern Europe,2848,Milk - Excluding Butter,41823000,8792000,19007000,31574000,-34000,41823000,-10215000,1,0
39,Southern Europe,2899,Miscellaneous,-1215000,2425000,1214000,0,5000,-1216000,1211000,0.500618557,0.49938144329896905
40,Austria,2511,Wheat and products,2260000,1275000,1868000,1653000,-15000,2261000,-593000,1,0
40,Austria,2513,Barley and products,1063000,167000,387000,865000,23000,1062000,-220000,1,0
40,Austria,2514,Maize and products,2921000,615000,1185000,2412000,60000,2922000,-570000,1,0
40,Austria,2515,Rye and products,204000,21000,10000,218000,3000,204000,11000,0.47619047619047616,0.5238095238095238
40,Austria,2516,Oats,89000,16000,27000,84000,5000,90000,-11000,1,0
40,Austria,2517,Millet and products,5000,7000,2000,10000,0,5000,5000,0.2857142857142857,0.7142857142857143
40,Austria,2518,Sorghum and products,38000,4000,1000,40000,0,37000,3000,0.25,0.75
40,Austria,2520,"Cereals, Other",408000,50000,59000,384000,-15000,408000,-9000,1,0
40,Austria,2531,Potatoes and products,1053000,141000,281000,886000,-28000,1054000,-140000,1,0
40,Austria,2532,Cassava and products,0,0,1000,0,0,1000,-1000,NA,NA
40,Austria,2533,Sweet potatoes,3000,0,4000,0,1000,3000,-4000,NA,NA
40,Austria,2534,"Roots, Other",0,0,0,0,0,0,0,NA,NA
40,Austria,2535,Yams,0,0,0,0,0,0,0,NA,NA
40,Austria,2536,Sugar cane,0,0,0,0,0,0,0,NA,NA
40,Austria,2537,Sugar beet,2165000,0,50000,2092000,-24000,2166000,-50000,NA,NA
40,Austria,2542,Sugar (Raw Equivalent),670000,123000,352000,369000,-72000,670000,-229000,1,0
40,Austria,2543,"Sweeteners, Other",623000,2235000,694000,2260000,96000,623000,1541000,0.3105145413870246,0.6894854586129754
40,Austria,2546,Beans,2000,0,2000,0,0,2000,-2000,NA,NA
40,Austria,2547,Peas,16000,3000,6000,13000,0,16000,-3000,1,0
40,Austria,2549,"Pulses, Other and products",46000,3000,16000,32000,0,45000,-13000,1,0
40,Austria,2551,Nuts and products,120000,68000,185000,3000,0,120000,-117000,1,0
40,Austria,2552,Groundnuts,29000,8000,46000,0,10000,28000,-38000,1,0
40,Austria,2555,Soyabeans,268000,113000,173000,205000,-3000,268000,-60000,1,0
40,Austria,2557,Sunflower seed,153000,65000,156000,57000,-5000,153000,-91000,1,0
40,Austria,2558,Rape and Mustardseed,355000,87000,335000,100000,-7000,355000,-248000,1,0
40,Austria,2559,Cottonseed,0,0,0,0,0,0,0,NA,NA
40,Austria,2560,Coconuts - Incl Copra,7000,3000,12000,0,2000,7000,-9000,1,0
40,Austria,2561,Sesame seed,2000,2000,4000,0,0,2000,-2000,1,0
40,Austria,2562,Palm kernels,0,0,0,0,0,0,0,NA,NA
40,Austria,2563,Olives (including preserved),19000,3000,22000,0,0,19000,-19000,1,0
40,Austria,2570,"Oilcrops, Other",24000,39000,33000,31000,0,25000,6000,0.8461538461538461,0.15384615384615385
40,Austria,2571,Soyabean Oil,34000,8000,12000,30000,0,34000,-4000,1,0
40,Austria,2572,Groundnut Oil,1000,0,1000,0,0,1000,-1000,NA,NA
40,Austria,2573,Sunflowerseed Oil,78000,41000,76000,71000,28000,78000,-35000,1,0
40,Austria,2574,Rape and Mustard Oil,181000,99000,136000,145000,2000,180000,-37000,1,0
40,Austria,2575,Cottonseed Oil,0,0,0,0,0,0,0,NA,NA
40,Austria,2576,Palmkernel Oil,1000,0,1000,0,0,1000,-1000,NA,NA
40,Austria,2577,Palm Oil,31000,0,31000,0,0,31000,-31000,NA,NA
40,Austria,2578,Coconut Oil,11000,0,11000,0,0,11000,-11000,NA,NA
40,Austria,2579,Sesameseed Oil,0,0,0,0,0,0,0,NA,NA
40,Austria,2580,Olive Oil,9000,2000,11000,0,0,9000,-9000,1,0
40,Austria,2582,Maize Germ Oil,0,8000,8000,0,0,0,0,1,0
40,Austria,2586,"Oilcrops Oil, Other",237000,66000,220000,85000,3000,236000,-154000,1,0
40,Austria,2601,Tomatoes and products,477000,101000,532000,59000,13000,477000,-431000,1,0
40,Austria,2602,Onions,110000,57000,12000,155000,0,110000,45000,0.21052631578947367,0.7894736842105263
40,Austria,2605,"Vegetables, other",840000,238000,709000,379000,10000,840000,-471000,1,0
40,Austria,2611,"Oranges, Mandarines",211000,66000,281000,0,4000,211000,-215000,1,0
40,Austria,2612,"Lemons, Limes and products",35000,7000,42000,0,0,35000,-35000,1,0
40,Austria,2613,Grapefruit and products,4000,16000,17000,0,-3000,4000,-1000,1,0
40,Austria,2614,"Citrus, Other",4000,9000,14000,0,0,5000,-5000,1,0
40,Austria,2615,Bananas,135000,11000,146000,0,0,135000,-135000,1,0
40,Austria,2616,Plantains,0,0,0,0,0,0,0,NA,NA
40,Austria,2617,Apples and products,279000,590000,596000,258000,-15000,279000,-6000,1,0
40,Austria,2618,Pineapples and products,104000,16000,136000,0,16000,104000,-120000,1,0
40,Austria,2619,Dates,3000,1000,3000,0,0,2000,-2000,1,0
40,Austria,2620,Grapes and products (excl wine),386000,38000,105000,320000,0,387000,-67000,1,0
40,Austria,2625,"Fruits, other",324000,262000,472000,120000,6000,324000,-210000,1,0
40,Austria,2630,Coffee and products,79000,44000,123000,0,0,79000,-79000,1,0
40,Austria,2633,Cocoa Beans and products,12000,68000,77000,0,-3000,12000,-9000,1,0
40,Austria,2635,Tea (including mate),3000,2000,5000,0,0,3000,-3000,1,0
40,Austria,2640,Pepper,2000,2000,4000,0,0,2000,-2000,1,0
40,Austria,2641,Pimento,3000,2000,4000,0,0,2000,-2000,1,0
40,Austria,2642,Cloves,0,0,0,0,0,0,0,NA,NA
40,Austria,2645,"Spices, Other",5000,6000,13000,0,2000,5000,-7000,1,0
40,Austria,2655,Wine,253000,73000,83000,240000,-2000,252000,-10000,1,0
40,Austria,2656,Beer,926000,80000,63000,956000,13000,926000,17000,0.7875,0.21250000000000002
40,Austria,2657,"Beverages, Fermented",3000,37000,11000,30000,1000,3000,26000,0.2972972972972973,0.7027027027027026
40,Austria,2658,"Beverages, Alcoholic",20000,34000,29000,28000,3000,20000,5000,0.8529411764705882,0.1470588235294118
40,Austria,2659,"Alcohol, Non-Food",160000,102000,61000,202000,0,161000,41000,0.5980392156862745,0.4019607843137255
40,Austria,2680,Infant food,0,10000,10000,0,-1000,1000,0,1,0
40,Austria,2731,Bovine Meat,134000,123000,59000,218000,20000,134000,64000,0.4796747967479675,0.5203252032520325
40,Austria,2732,Mutton & Goat Meat,9000,0,2000,7000,0,9000,-2000,NA,NA
40,Austria,2733,Pigmeat,406000,274000,176000,503000,0,405000,98000,0.6423357664233577,0.35766423357664234
40,Austria,2734,Poultry Meat,157000,83000,100000,143000,3000,157000,-17000,1,0
40,Austria,2735,"Meat, Other",3000,2000,4000,0,0,2000,-2000,1,0
40,Austria,2736,"Offals, Edible",4000,97000,36000,64000,0,3000,61000,0.3711340206185567,0.6288659793814433
40,Austria,2737,"Fats, Animals, Raw",189000,56000,61000,185000,0,190000,-5000,1,0
40,Austria,2740,"Butter, Ghee",51000,4000,18000,38000,1000,51000,-14000,1,0
40,Austria,2743,Cream,72000,12000,8000,76000,0,72000,4000,0.6666666666666666,0.33333333333333337
40,Austria,2744,Eggs,146000,39000,50000,135000,0,146000,-11000,1,0
40,Austria,2745,Honey,9000,2000,7000,4000,0,9000,-5000,1,0
40,Austria,2761,Freshwater Fish,38430,13440,47270,4600,0,38430,-33830,1,0
40,Austria,2762,Demersal Fish,24840,1810,26650,0,0,24840,-24840,1,0
40,Austria,2763,Pelagic Fish,64040.00000000001,3290,67330,0,0,64040,-64040,1,0
40,Austria,2764,"Marine Fish, Other",7020,930,7950,0,0,7020,-7020,1,0
40,Austria,2765,Crustaceans,18390,1350,19740,0,0,18390,-18390,1,0
